timestamps,TP9,AF7,AF8,TP10,Right AUX
1743888809.308,-1000.000,-1000.000,-482.422,-1000.000,0.000
1743888809.312,-1000.000,-1000.000,-806.152,-1000.000,0.000
1743888809.316,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.320,-1000.000,-1000.000,-965.332,-1000.000,0.000
1743888809.323,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.327,-1000.000,-1000.000,-999.512,-1000.000,0.000
1743888809.331,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.335,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.339,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.343,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.347,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.351,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.355,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.359,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.362,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.366,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.370,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.374,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.378,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.382,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.386,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.390,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.394,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.398,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.402,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.405,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.409,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.413,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.417,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.421,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.425,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.429,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.433,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.437,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.441,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.445,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.448,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.452,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.456,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.460,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.464,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.468,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.472,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.476,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.480,-942.871,-942.383,-949.707,-942.383,0.000
1743888809.484,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.487,-891.113,-891.113,-944.336,-891.113,0.000
1743888809.491,567.383,567.871,480.957,567.871,0.000
1743888809.495,-910.156,-909.180,-899.414,-909.180,0.000
1743888809.499,895.996,896.484,896.973,896.484,0.000
1743888809.503,986.328,987.305,984.863,987.305,0.000
1743888809.507,970.703,971.191,971.680,971.191,0.000
1743888809.511,970.703,971.680,971.680,971.191,0.000
1743888809.515,970.703,971.680,971.680,971.191,0.000
1743888809.519,0.000,971.191,971.191,971.191,0.000
1743888809.523,0.000,971.680,971.191,971.191,0.000
1743888809.527,0.000,971.680,971.191,971.191,0.000
1743888809.530,0.000,971.680,971.191,971.680,0.000
1743888809.534,0.000,971.191,971.191,971.680,0.000
1743888809.538,0.000,971.191,971.191,971.680,0.000
1743888809.542,0.000,971.680,971.191,971.680,0.000
1743888809.546,0.000,971.680,971.191,971.680,0.000
1743888809.550,0.000,971.680,971.680,971.191,0.000
1743888809.554,0.000,971.191,971.191,971.191,0.000
1743888809.558,0.000,971.191,971.191,971.680,0.000
1743888809.562,0.000,971.191,971.191,971.680,0.000
1743888809.566,970.703,971.191,971.191,971.191,0.000
1743888809.570,970.703,971.680,971.191,971.191,0.000
1743888809.573,970.703,971.191,971.191,971.191,0.000
1743888809.577,970.703,971.191,974.609,971.191,0.000
1743888809.581,970.703,971.191,955.566,971.191,0.000
1743888809.585,988.281,989.258,991.699,989.258,0.000
1743888809.589,901.855,902.344,741.211,902.344,0.000
1743888809.593,-939.453,-938.965,709.961,-938.965,0.000
1743888809.597,727.051,727.539,331.055,727.539,0.000
1743888809.601,-756.836,-756.836,-842.773,-756.836,0.000
1743888809.605,-1000.000,-1000.000,476.562,-1000.000,0.000
1743888809.609,-931.641,-931.641,849.609,-931.641,0.000
1743888809.612,-1000.000,-1000.000,-814.453,-1000.000,0.000
1743888809.616,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.620,-1000.000,-1000.000,-937.500,-1000.000,0.000
1743888809.624,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.628,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.632,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.636,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.640,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.644,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.648,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.652,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.655,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.659,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.663,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.667,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.671,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.675,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.679,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.683,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.687,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.691,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.694,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.698,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.702,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.706,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.710,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.714,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.718,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.722,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.726,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.730,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.734,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.737,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.741,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.745,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.749,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.753,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.757,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.761,-973.145,-967.773,-977.051,-973.145,0.000
1743888809.765,-984.375,-994.629,-979.004,-984.375,0.000
1743888809.769,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.773,189.453,255.859,129.395,189.941,0.000
1743888809.777,-890.625,-888.672,-905.762,-889.648,0.000
1743888809.780,907.715,904.297,916.992,908.203,0.000
1743888809.784,971.680,975.586,967.285,972.168,0.000
1743888809.788,971.191,971.680,972.656,971.680,0.000
1743888809.792,970.703,971.680,971.191,971.191,0.000
1743888809.796,970.703,971.680,971.191,971.191,0.000
1743888809.800,970.703,971.680,971.680,971.191,0.000
1743888809.804,970.703,971.680,971.680,971.191,0.000
1743888809.808,970.703,971.191,971.680,971.191,0.000
1743888809.812,970.703,971.191,971.680,971.191,0.000
1743888809.816,970.703,971.680,971.680,971.680,0.000
1743888809.819,970.703,971.680,971.191,971.680,0.000
1743888809.823,970.703,971.191,971.191,971.191,0.000
1743888809.827,970.703,971.191,971.680,971.680,0.000
1743888809.831,970.703,971.191,971.191,971.191,0.000
1743888809.835,970.703,971.191,971.191,971.191,0.000
1743888809.839,970.703,971.191,971.680,971.191,0.000
1743888809.843,970.703,971.680,971.680,971.191,0.000
1743888809.847,970.703,971.680,973.145,971.191,0.000
1743888809.851,970.703,971.191,968.750,971.191,0.000
1743888809.855,970.703,971.191,957.520,971.191,0.000
1743888809.859,970.703,971.680,995.605,971.191,0.000
1743888809.862,987.793,987.793,736.328,988.281,0.000
1743888809.866,908.691,913.086,278.809,910.645,0.000
1743888809.870,-962.891,-974.121,687.500,-965.820,0.000
1743888809.874,817.871,860.840,563.965,831.543,0.000
1743888809.878,-653.320,-598.633,-858.398,-636.719,0.000
1743888809.882,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.886,-927.246,-925.781,-3.906,-926.758,0.000
1743888809.890,-1000.000,-1000.000,-523.926,-1000.000,0.000
1743888809.894,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.898,-1000.000,-1000.000,-948.242,-1000.000,0.000
1743888809.902,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.905,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.909,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.913,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.917,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.921,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.925,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.929,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.933,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.937,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.941,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.944,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.948,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.952,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.956,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.960,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.964,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.968,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.972,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.976,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.980,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.984,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.987,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.991,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.995,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888809.999,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.003,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.007,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.011,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.015,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.019,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.023,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.027,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.030,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.034,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.038,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.042,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.046,-1000.000,-1000.000,-999.512,-1000.000,0.000
1743888810.050,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.054,-1000.000,-1000.000,-996.582,-1000.000,0.000
1743888810.058,-1000.000,-1000.000,-991.211,-1000.000,0.000
1743888810.062,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.066,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.069,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.073,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.077,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.081,-1000.000,-1000.000,-999.512,-1000.000,0.000
1743888810.085,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.089,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.093,-927.734,-926.270,-916.504,-927.734,0.000
1743888810.097,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.101,-680.176,-673.340,-733.398,-680.176,0.000
1743888810.105,797.852,803.223,748.047,798.340,0.000
1743888810.109,-957.031,-957.520,-944.336,-956.543,0.000
1743888810.112,906.738,907.715,903.809,907.227,0.000
1743888810.116,988.281,988.770,989.258,988.770,0.000
1743888810.120,970.703,971.191,971.680,971.191,0.000
1743888810.124,970.703,971.680,971.191,971.191,0.000
1743888810.128,0.000,971.680,971.680,971.680,0.000
1743888810.132,0.000,971.191,971.680,971.680,0.000
1743888810.136,0.000,971.680,971.680,971.680,0.000
1743888810.140,0.000,971.680,971.191,971.680,0.000
1743888810.144,0.000,971.680,971.680,971.191,0.000
1743888810.148,0.000,971.191,971.680,971.191,0.000
1743888810.152,0.000,971.191,971.680,971.191,0.000
1743888810.155,0.000,971.680,971.191,971.191,0.000
1743888810.159,0.000,971.680,971.191,971.680,0.000
1743888810.163,0.000,971.680,971.191,971.191,0.000
1743888810.167,0.000,971.680,971.191,971.191,0.000
1743888810.171,0.000,971.680,971.680,971.680,0.000
1743888810.175,970.703,971.191,971.680,971.191,0.000
1743888810.179,970.703,971.191,971.191,971.191,0.000
1743888810.183,970.703,971.191,971.191,971.191,0.000
1743888810.187,970.703,971.191,973.145,971.191,0.000
1743888810.191,986.816,986.328,978.027,987.305,0.000
1743888810.194,912.598,918.457,920.898,915.527,0.000
1743888810.198,-975.098,-987.793,-961.426,-979.980,0.000
1743888810.202,861.328,901.367,618.652,878.418,0.000
1743888810.206,-597.168,-535.156,-597.656,-570.801,0.000
1743888810.210,-1000.000,-1000.000,-623.047,-1000.000,0.000
1743888810.214,-925.781,-925.293,-811.035,-925.781,0.000
1743888810.218,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.222,0.000,-1000.000,-971.191,-1000.000,0.000
1743888810.226,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.230,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.234,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.237,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.241,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.245,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.249,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.253,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.257,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.261,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.265,0.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.269,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.273,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.277,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.280,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.284,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.288,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.292,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.296,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.300,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.304,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.308,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.312,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.316,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.319,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.323,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.327,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.331,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.335,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.339,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.343,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.347,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.351,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.355,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.359,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.362,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.366,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.370,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.374,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.378,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.382,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.386,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.390,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.394,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.398,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.402,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.405,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.409,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.413,-942.871,-942.383,-942.383,-942.383,0.000
1743888810.417,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1743888810.421,-891.113,-891.113,-887.207,-891.113,0.000
1743888810.425,567.383,567.871,572.754,567.871,0.000
1743888810.429,-909.668,-909.180,-910.156,-909.180,0.000
1743888810.433,895.996,896.484,896.973,896.484,0.000
1743888810.437,986.816,987.305,987.305,987.305,0.000
1743888810.441,970.703,971.680,971.191,971.680,0.000
1743888810.444,970.703,971.680,971.680,971.680,0.000
1743888810.448,970.703,971.191,971.191,971.191,0.000
1743888810.452,970.703,971.191,971.191,971.191,0.000
1743888810.456,970.703,971.680,971.191,971.191,0.000
1743888810.460,970.703,971.680,971.191,971.191,0.000
1743888810.464,970.703,971.680,971.191,971.191,0.000
1743888810.468,970.703,971.680,971.680,971.680,0.000
1743888810.472,970.703,971.680,971.191,971.680,0.000
1743888810.476,970.703,971.680,971.191,971.191,0.000
1743888810.480,970.703,971.680,971.680,971.191,0.000
1743888810.484,970.703,971.680,971.680,971.191,0.000
1743888810.487,970.703,971.680,971.191,971.191,0.000
1743888810.491,970.703,971.191,971.191,971.191,0.000
1743888810.495,970.703,971.191,971.680,971.191,0.000
1743888810.499,970.703,971.191,971.680,971.191,0.000
1743888810.503,970.703,971.680,971.680,971.191,0.000
1743888810.507,970.703,971.680,971.680,971.191,0.000
1743888810.511,970.703,971.680,974.121,971.680,0.000
1743888810.515,986.816,987.793,973.633,987.793,0.000
1743888810.519,913.086,913.574,921.875,913.574,0.000
1743888810.523,-975.098,-974.609,-957.520,-974.609,0.000
1743888810.527,861.328,861.816,508.789,862.305,0.000
1743888810.530,-597.168,-597.168,-770.996,-596.680,0.000
1743888810.534,-1000.000,-1000.000,-155.762,-1000.000,0.000
1743888810.538,-925.781,-925.781,729.980,-925.781,0.000
